,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,O_long,O_lat,D_long,D_lat
666,Donostialdea,Donostialdea,Errenteria,Oiartzun,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,22139.35,-1.8979555878486014,43.309713845631315,-2.033693,43.256347
667,Donostialdea,Donostialdea,Oiartzun,Donostia/San Sebastian,Coche conductor,17:30,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,2,5,1,1,2021,26892.91,-1.8833705443270687,43.30134099647664,-2.033693,43.256347
668,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Moto,10:30,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,24659.71,-2.019893296250351,43.266044686178795,-2.033693,43.256347
669,Bidasoa,Donostialdea,Irun,Lezo,Coche conductor,12:00,22,Irun,2,3,1,2 adultos con niño(s),1,4,1,1,2021,22276.07,-1.7885393987333729,43.34504491634203,-2.033693,43.256347
670,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,23:45,22,Lasarte-Oria,2,3,1,Otros hogares con niños,1,3,1,1,2021,19843.045,-2.0119807293582097,43.30148022283763,-2.033693,43.256347
671,Donostialdea,Donostialdea,Usurbil,Andoain,Coche conductor,10:30,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,-2.0490266458753315,43.27229871392309,-2.033693,43.256347
672,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,22:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,-1.7587987131560687,43.34324556559773,-2.033693,43.256347
673,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,18:30,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,23569.26,-1.9042586306038058,43.31545636798727,-2.033693,43.256347
674,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,19:30,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,-1.9040711760718945,43.319947267069615,-2.033693,43.256347
675,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:00,21,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,-2.004049714812305,43.31461457989473,-2.033693,43.256347
676,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Autobús interurbano,07:30,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,27634.26,-1.9794441535757548,43.32018426279432,-2.033693,43.256347
677,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:25,22,Irun,2,3,1,2 adultos con niño(s),2,5,1,1,2021,21784.57,-1.8004687096485221,43.34449716400877,-2.033693,43.256347
678,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche pasajero,12:30,99,Pasaia,2,2,1,Otros hogares sin niños,2,5,1,2,2021,22079.87,-1.9746885087334303,43.32515554504934,-2.033693,43.256347
679,Urola Kosta       ,Donostialdea,Azpeitia,Donostia/San Sebastian,Coche pasajero,07:00,22,Azpeitia,2,3,1,Otros hogares sin niños,2,3,1,1,2021,20379.695,-2.2672623937130356,43.18366913912317,-2.033693,43.256347
680,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,08:00,23,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,23763.435,-1.8575112528451239,43.29263749078755,-2.033693,43.256347
681,Tolosaldea,Donostialdea,Tolosa,Urnieta,RENFE,20:00,22,Urnieta,2,3,1,Otros hogares sin niños,2,5,1,1,2021,26330.209999999995,-2.073596424753264,43.13801168597306,-2.033693,43.256347
682,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,22:40,22,Lasarte-Oria,2,1,1,Otros hogares sin niños,1,4,1,2,2021,26777.01,-1.9827973120801918,43.31901351904779,-2.033693,43.256347
683,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,16:00,22,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,4,1,1,2021,27384.41,-2.1158825082691872,43.12480328444934,-2.033693,43.256347
684,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Irun,2,3,3,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7908523710649278,43.334917773793734,-2.033693,43.256347
685,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,15:00,22,Urnieta,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23537.36,-1.9776021223123539,43.32225449752466,-2.033693,43.256347
686,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,-2.414337488216189,43.142397524842046,-2.033693,43.256347
687,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,07:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,-1.8886908903867372,43.30741198907846,-2.033693,43.256347
688,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Coche conductor,05:45,23,Donostia/San Sebastian,2,3,3,2 adultos con niño(s),2,5,1,1,2021,24100.06,-1.9858398582793253,43.32363305217614,-2.033693,43.256347
689,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,15:30,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,-2.0053924374988075,43.31896475553293,-2.033693,43.256347
690,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,-2.0000843103307955,43.238436560068344,-2.033693,43.256347
691,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,15:20,21,Hondarribia,2,2,1,2 adultos con niño(s),1,5,1,1,2021,24197.97,-2.16248580153112,43.28179105394735,-2.033693,43.256347
692,Donostialdea,Donostialdea,Usurbil,Lezo,Coche pasajero,13:45,22,Lezo,1,2,2,Hogar de una persona,1,4,1,1,2021,23323.32,-2.041604243010643,43.2757335481894,-2.033693,43.256347
693,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Autobús interurbano,09:00,22,Zarautz,1,2,2,2 adultos,2,4,1,1,2021,24343.66,-2.169229998589739,43.28672397650122,-2.033693,43.256347
694,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Coche conductor,18:45,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,23927.270000000004,-2.020378847894137,43.27348137639827,-2.033693,43.256347
695,Donostialdea,Donostialdea,Usurbil,Lezo,Coche conductor,06:00,22,Lezo,2,3,1,Otros hogares con niños,1,4,1,1,2021,26126.91,-2.02445802930911,43.273766816041935,-2.033693,43.256347
696,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,EUSKOTREN,09:00,22,Zarautz,2,3,1,Otros hogares sin niños,2,3,1,1,2021,22253.085,-2.1590244968870063,43.28623777173682,-2.033693,43.256347
697,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,5,1,1,2021,24100.06,-1.9563327834564472,43.25943431507161,-2.033693,43.256347
698,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Coche conductor,15:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,5,1,1,2021,26650.31,-2.1689443321717468,43.28547481216666,-2.033693,43.256347
699,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,05:30,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,-1.9303093559437599,43.32420653457653,-2.033693,43.256347
700,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,3,1,1,2021,25010.085,-1.9729297104169903,43.32508533900719,-2.033693,43.256347
701,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Autobús interurbano,07:30,22,Donostia/San Sebastian,2,2,1,Otros hogares con niños,1,6,1,1,2021,27634.26,-1.9947288768073683,43.31400034544601,-2.033693,43.256347
702,Urola Kosta       ,Donostialdea,Zarautz,Errenteria,Coche conductor,14:00,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,-2.176078492476663,43.28420683098235,-2.033693,43.256347
703,Donostialdea,Donostialdea,Oiartzun,Pasaia,Coche conductor,05:00,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,25938.61,-1.8712438075044564,43.30390143146398,-2.033693,43.256347
704,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,13:30,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,-1.9366187788302327,43.32564850444231,-2.033693,43.256347
705,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,17:00,21,Donostia/San Sebastian,2,2,2,2 adultos con niño(s),1,5,1,1,2021,22887.65,-1.9742303267521781,43.26919730315103,-2.033693,43.256347
706,Donostialdea,Donostialdea,Andoain,Usurbil,Coche conductor,05:45,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,21858.52,-2.0208641673841616,43.21765038650939,-2.033693,43.256347
707,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,19:30,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,21396.285,-1.8933962655510543,43.31113930411323,-2.033693,43.256347
708,Donostialdea,Donostialdea,Hernani,Urnieta,Coche pasajero,08:20,22,Hernani,1,2,1,Hogar de una persona,2,5,1,1,2021,24507.11,-1.9732630657421206,43.26913273171031,-2.033693,43.256347
709,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Coche conductor,07:15,22,Pasaia,1,2,1,2 adultos,1,3,1,1,2021,22198.585,-1.9181255351449131,43.31644562232863,-2.033693,43.256347
710,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,20:15,23,Lasarte-Oria,2,3,2,Otros hogares con niños,2,5,1,1,2021,25688.21,-2.0834745685298017,43.125071012907114,-2.033693,43.256347
711,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,12:30,23,Errenteria,2,2,1,Otros hogares sin niños,1,5,1,1,2021,25495.66,-1.9998045798760433,43.30324569549637,-2.033693,43.256347
712,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,12:30,99,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,5,1,1,2021,26243.96,-2.0743693461163595,43.13089668495784,-2.033693,43.256347
713,Donostialdea,Donostialdea,Urnieta,Lasarte-Oria,Coche conductor,11:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24409.86,-1.9955373085535832,43.2382516362341,-2.033693,43.256347
714,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,16:15,22,Hernani,2,2,1,2 adultos con niño(s),1,4,1,1,2021,22416.27,-1.981188746487772,43.30345092935061,-2.033693,43.256347
715,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche pasajero,13:30,23,Urnieta,1,2,1,2 adultos,2,5,1,2,2021,21438.8,-2.0094689474330707,43.27750898507942,-2.033693,43.256347
716,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,17:00,99,Errenteria,2,1,1,Otros hogares sin niños,1,4,1,2,2021,21338.35,-1.9860640314026274,43.2946045477666,-2.033693,43.256347
717,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,19:45,21,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,4,1,1,2021,23437.51,-1.9585642106927872,43.259025748162514,-2.033693,43.256347
718,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,06:50,22,Tolosa,2,2,1,1 adulto con niño(s),1,4,1,1,2021,24001.710000000003,-2.0711062674287932,43.13786041664619,-2.033693,43.256347
719,Donostialdea,Donostialdea,Errenteria,Oiartzun,Coche conductor,08:45,23,Errenteria,2,2,1,Otros hogares con niños,2,4,1,1,2021,21094.02,-1.8983877517460637,43.312964725469875,-2.033693,43.256347
720,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,11:30,22,Irun,2,2,2,2 adultos con niño(s),2,5,1,1,2021,23379.76,-1.8115426276702074,43.34036948122147,-2.033693,43.256347
721,Bidasoa,Donostialdea,Hondarribia,Errenteria,Coche conductor,12:15,22,Hondarribia,2,4,1,2 adultos con niño(s),1,3,1,1,2021,24559.285,-1.8112696627140872,43.34506776818712,-2.033693,43.256347
722,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,11:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25571.56,-2.1241081841034393,43.27723050378407,-2.033693,43.256347
723,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,07:30,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,23571.46,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
724,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,15:00,22,Errenteria,1,2,1,2 adultos,1,4,1,1,2021,24675.31,-1.977095705437481,43.321995932130264,-2.033693,43.256347
725,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,15:00,22,Errenteria,1,2,1,2 adultos,2,4,1,1,2021,26060.01,-1.9765958208082075,43.32116831130409,-2.033693,43.256347
726,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,13:30,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,-1.9164923214154077,43.3180522741722,-2.033693,43.256347
727,Urola Kosta       ,Donostialdea,Zarautz,Donostia/San Sebastian,Autobús interurbano,07:15,22,Zarautz,1,1,1,2 adultos,2,3,1,1,2021,19728.825,-2.1655095956443624,43.26500593155269,-2.033693,43.256347
728,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:40,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,24591.56,-2.004246782743931,43.30491494453057,-2.033693,43.256347
729,Goierri                              ,Donostialdea,Ordizia,Donostia/San Sebastian,RENFE,18:00,22,Donostia/San Sebastian,1,1,1,Hogar de una persona,2,4,1,1,2021,21665.65,-2.166915602412232,43.05508164103367,-2.033693,43.256347
730,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,19:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,20421.15,-2.0136892882588655,43.31347082722248,-2.033693,43.256347
731,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,15:15,22,Zarautz,2,3,1,Otros hogares sin niños,1,5,1,1,2021,26146.46,-2.1623731481274624,43.28836730573426,-2.033693,43.256347
732,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,17:00,22,Pasaia,2,2,2,2 adultos con niño(s),1,5,1,1,2021,27334.709999999995,-2.0080798091060736,43.3081480314458,-2.033693,43.256347
733,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,13:15,23,Lasarte-Oria,2,3,2,Otros hogares con niños,2,5,1,1,2021,23321.06,-2.0801474914362035,43.12696393450372,-2.033693,43.256347
734,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,16:00,21,Donostia/San Sebastian,1,2,2,Hogar de una persona,1,6,1,1,2021,28793.01,-2.2056935463178187,43.04706956901176,-2.033693,43.256347
735,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:25,22,Irun,2,3,1,2 adultos con niño(s),2,5,1,1,2021,21784.57,-1.7875331634815486,43.333194766348306,-2.033693,43.256347
736,Debabarrena,Donostialdea,Elgoibar,Donostia/San Sebastian,Coche conductor,14:30,22,Donostia/San Sebastian,1,2,2,2 adultos,1,5,1,1,2021,29017.46,-2.395205951099903,43.22817665187961,-2.033693,43.256347
737,Bidasoa,Donostialdea,Hondarribia,Donostia/San Sebastian,Coche conductor,18:30,23,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,6,1,1,2021,25438.709999999995,-1.791276666057461,43.356356970585004,-2.033693,43.256347
738,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Autobús interurbano,18:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,-1.9735359645992334,43.323535407722304,-2.033693,43.256347
739,Donostialdea,Donostialdea,Pasaia,Errenteria,Autobús interurbano,14:30,22,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,21906.235,-1.9272253323502504,43.32369318421821,-2.033693,43.256347
740,Bidasoa,Donostialdea,Irun,Urnieta,Coche conductor,07:00,22,Irun,2,4,1,Otros hogares sin niños,1,5,1,1,2021,27890.81,-1.7793593578572997,43.33871747895293,-2.033693,43.256347
741,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche pasajero,08:15,22,Errenteria,2,2,1,Otros hogares sin niños,2,5,1,2,2021,22182.27,-1.9134410808781102,43.277786200684275,-2.033693,43.256347
742,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,05:30,23,Irun,2,3,3,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7909080677469082,43.336652602499846,-2.033693,43.256347
743,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,RENFE,06:45,22,Tolosa,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27963.51,-2.079933839499171,43.131046703067994,-2.033693,43.256347
744,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,16:00,99,Bilbao,2,4,1,2 adultos con niño(s),1,5,1,1,2021,27788.81,-1.8268068470838938,43.32767510932038,-2.033693,43.256347
745,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:30,22,Lasarte-Oria,2,3,1,Otros hogares sin niños,1,6,1,1,2021,25257.01,-2.0181523017775715,43.26601902082742,-2.033693,43.256347
746,Bidasoa,Donostialdea,Hondarribia,Errenteria,Autobús interurbano,22:00,23,Errenteria,1,1,1,2 adultos,2,5,1,2,2021,22588.620000000003,-1.791276666057461,43.356356970585004,-2.033693,43.256347
747,Donostialdea,Donostialdea,Hernani,Urnieta,Coche conductor,06:50,22,Hernani,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27605.31,-1.9678484195696355,43.262331260078746,-2.033693,43.256347
748,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,09:00,22,Lasarte-Oria,2,3,2,2 adultos con niño(s),2,4,1,1,2021,25368.86,-2.015369812139451,43.271216243691384,-2.033693,43.256347
749,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche conductor,07:30,22,Donostia/San Sebastian,1,2,1,2 adultos,1,6,1,1,2021,26270.76,-1.9757172002298478,43.32326878236354,-2.033693,43.256347
750,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche pasajero,08:45,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,23492.66,-2.021960216346522,43.26964968031181,-2.033693,43.256347
751,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,14:30,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,-1.8131040748382992,43.328554124361304,-2.033693,43.256347
752,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,13:30,22,Oiartzun,2,2,1,Otros hogares con niños,1,4,1,1,2021,21132.35,-1.7811662747724764,43.339091741199475,-2.033693,43.256347
753,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,11:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25571.56,-2.12761146024622,43.283366333721894,-2.033693,43.256347
754,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,08:45,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27578.01,-2.0178643528246663,43.26780409322639,-2.033693,43.256347
755,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,-1.9029046489763872,43.31394532776289,-2.033693,43.256347
756,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4369151730272973,43.058749468244976,-2.033693,43.256347
757,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4369151730272973,43.058749468244976,-2.033693,43.256347
758,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:30,22,Lasarte-Oria,2,2,3,2 adultos con niño(s),2,5,1,1,2021,25859.81,-1.9826603080380898,43.320169365776856,-2.033693,43.256347
759,Donostialdea,Donostialdea,Errenteria,Lezo,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,-1.8963070542977623,43.294939927880705,-2.033693,43.256347
760,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,-2.4343770957591793,43.128272086629416,-2.033693,43.256347
761,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,15:30,22,Usurbil,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,-1.9824311939194967,43.31888003573181,-2.033693,43.256347
762,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,06:00,22,Irun,2,2,1,Otros hogares sin niños,2,5,1,1,2021,23805.46,-1.8200014160868518,43.33286698071172,-2.033693,43.256347
763,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,16:00,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,23828.42,-1.8071436520720274,43.3293801132264,-2.033693,43.256347
764,Bidasoa,Donostialdea,Irun,Hernani,Coche conductor,07:50,22,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7908232535422994,43.343535428459994,-2.033693,43.256347
765,Donostialdea,Donostialdea,Errenteria,Lezo,Coche conductor,07:40,22,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,27265.51,-1.901925155348413,43.31138130122542,-2.033693,43.256347
766,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,14:05,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),1,5,1,1,2021,23615.67,-2.1689443321717468,43.28547481216666,-2.033693,43.256347
767,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24278.035,-2.4743053062456086,43.181653681911875,-2.033693,43.256347
768,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,14:30,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,3,1,1,2021,25010.085,-1.9587740652069032,43.267592454896814,-2.033693,43.256347
769,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,16:00,22,Donostia/San Sebastian,1,3,1,2 adultos,2,6,1,1,2021,26537.96,-2.209558430590137,43.04371482063349,-2.033693,43.256347
770,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,17:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,-1.9001011978730022,43.31057157503154,-2.033693,43.256347
771,Urola Kosta       ,Donostialdea,Zarautz,Andoain,Coche conductor,14:00,22,Andoain,1,2,1,Hogar de una persona,1,5,1,1,2021,24629.120000000003,-2.1740652172852104,43.28518598637143,-2.033693,43.256347
772,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,4,1,1,2021,24591.56,-1.9754720472043046,43.323906269643636,-2.033693,43.256347
773,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25378.56,-2.4734929388497453,43.183476500044996,-2.033693,43.256347
774,Donostialdea,Donostialdea,Errenteria,Pasaia,Bicicleta,07:25,22,Errenteria,1,2,2,2 adultos,1,4,1,1,2021,21744.7,-1.9084620684365248,43.31218880275271,-2.033693,43.256347
775,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,17:30,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,2,4,1,1,2021,24034.81,-2.0202330102529107,43.2515218421453,-2.033693,43.256347
776,Bidasoa,Donostialdea,Irun,Pasaia,Coche pasajero,22:00,21,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,18975.625,-1.805401720488634,43.33481556183943,-2.033693,43.256347
777,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,07:00,99,Irun,2,2,1,Otros hogares sin niños,1,5,1,1,2021,25523.66,-1.8003533330427097,43.34032550348944,-2.033693,43.256347
778,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,07:15,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,-2.0174605689770115,43.27068944076826,-2.033693,43.256347
779,Tolosaldea,Donostialdea,Tolosa,Lasarte-Oria,Coche conductor,06:15,22,Tolosa,2,4,1,Otros hogares sin niños,1,3,1,1,2021,24788.185,-2.07746056957803,43.134389583295196,-2.033693,43.256347
780,Donostialdea,Donostialdea,Errenteria,Lezo,Coche conductor,07:40,22,Errenteria,2,3,2,Otros hogares con niños,1,5,1,1,2021,27265.51,-1.8969060862914162,43.29423181460575,-2.033693,43.256347
781,Debabarrena,Donostialdea,Elgoibar,Hernani,Coche conductor,16:30,22,Hernani,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25238.16,-2.4113751334864286,43.21789279861999,-2.033693,43.256347
782,Donostialdea,Donostialdea,Pasaia,Errenteria,Autobús interurbano,14:30,22,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,21906.235,-1.9369678619162662,43.32444642533134,-2.033693,43.256347
783,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,-1.907116910857474,43.27999409056779,-2.033693,43.256347
784,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,13:00,23,Irun,2,4,1,Otros hogares sin niños,2,6,1,1,2021,25411.31,-1.7775561998622331,43.34110379036597,-2.033693,43.256347
785,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,RENFE,07:30,22,Pasaia,1,2,1,2 adultos,2,5,1,1,2021,21150.8,-1.933098876020736,43.32474677703923,-2.033693,43.256347
786,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,23609.11,-1.9887690045797957,43.30566877944683,-2.033693,43.256347
787,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,07:15,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,-1.9229694300016547,43.319523880064665,-2.033693,43.256347
