,Com_Ori,Com_Des,Mun_Ori,Mun_Des,Modo,Hora_Ini,Recur,Municipio,Per_hog,Turismos,Motos,Tipo_familia,Sexo,Edad,Actividad,crnt_tur,Año,Income,O_long,O_lat,D_long,D_lat
0,Donostialdea,Donostialdea,Oiartzun,Errenteria,Coche conductor,14:50,22,Oiartzun,2,3,2,Otros hogares con niños,2,3,1,1,2021,23763.435,-1.8694762894655264,43.29927189260253,-2.033693,43.256347
1,Urola Kosta       ,Donostialdea,Orio,Andoain,Coche conductor,20:40,22,Orio,1,2,1,Hogar de una persona,1,4,1,1,2021,25309.11,-2.1283509185629677,43.27695361800042,-2.033693,43.256347
2,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,20:00,22,Hernani,1,2,1,Hogar de una persona,2,5,1,1,2021,22911.92,-1.9777972047916292,43.303194745244134,-2.033693,43.256347
3,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,-2.4236082249605553,43.10414939851402,-2.033693,43.256347
4,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,14:00,23,Urnieta,2,2,1,Otros hogares sin niños,1,5,1,1,2021,28048.41,-2.019291521370747,43.30694582817742,-2.033693,43.256347
5,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,11:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25571.56,-2.1241081841034393,43.27723050378407,-2.033693,43.256347
6,Tolosaldea,Donostialdea,Villabona,Donostia/San Sebastian,Coche conductor,09:00,22,Resto Gipuzkoa,2,3,2,2 adultos con niño(s),2,5,1,1,2021,26046.81,-2.0535234387288273,43.18653996968949,-2.033693,43.256347
7,Donostialdea,Donostialdea,Pasaia,Errenteria,Autobús interurbano,14:30,22,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,21906.235,-1.9232555787484242,43.3253275337113,-2.033693,43.256347
8,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Moto,09:35,21,Donostia/San Sebastian,1,1,2,Hogar de una persona,2,5,1,2,2021,25087.21,-1.975307595530578,43.319202425284914,-2.033693,43.256347
9,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,08:30,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,4,1,1,2021,23437.51,-1.918941935473695,43.31612331652594,-2.033693,43.256347
10,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,07:20,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,5,1,1,2021,28611.11,-1.9546272315868811,43.29289444209663,-2.033693,43.256347
11,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,3,1,1,2021,25010.085,-1.974009883712495,43.30405190406741,-2.033693,43.256347
12,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,16:15,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25976.26,-2.0202330102529107,43.2515218421453,-2.033693,43.256347
13,Donostialdea,Donostialdea,Urnieta,Hernani,Coche conductor,18:00,22,Hernani,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27605.31,-1.9948644567607143,43.24538220513184,-2.033693,43.256347
14,Debagoiena,Donostialdea,Oñati,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,1,4,1,1,2021,25017.26,-2.4212247978985744,43.036908337988336,-2.033693,43.256347
15,Debabarrena,Donostialdea,Mutriku,Donostia/San Sebastian,Coche conductor,07:15,22,Mutriku,2,3,1,Otros hogares sin niños,2,5,1,1,2021,26437.11,-2.3850298772788694,43.30732259190784,-2.033693,43.256347
16,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,16:15,22,Hernani,1,2,1,2 adultos,2,4,1,1,2021,22265.870000000003,-1.9441732904354243,43.32170953086758,-2.033693,43.256347
17,Donostialdea,Donostialdea,Lasarte-Oria,Errenteria,Coche conductor,13:00,22,Errenteria,1,3,1,2 adultos,1,6,1,1,2021,25522.46,-2.023102672560997,43.27224433723861,-2.033693,43.256347
18,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,EUSKOTREN,07:20,22,Irun,2,3,2,2 adultos con niño(s),2,4,1,1,2021,22888.81,-1.8053791590566812,43.330689975025635,-2.033693,43.256347
19,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,17:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,25010.085,-1.7587987131560687,43.34324556559773,-2.033693,43.256347
20,Urola Kosta       ,Donostialdea,Zarautz,Hernani,Coche pasajero,18:00,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23648.77,-2.1646341881734323,43.2814979668339,-2.033693,43.256347
21,Donostialdea,Donostialdea,Usurbil,Andoain,Coche conductor,10:30,23,Andoain,2,3,1,Otros hogares sin niños,2,4,1,1,2021,25820.86,-2.0206486323038777,43.27763233420137,-2.033693,43.256347
22,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Coche conductor,05:20,22,Donostia/San Sebastian,1,2,1,2 adultos,1,4,1,1,2021,25423.61,-1.981920272612775,43.322429968652635,-2.033693,43.256347
23,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,14:00,22,Lasarte-Oria,2,3,1,Otros hogares con niños,1,3,1,1,2021,23805.385,-2.0169556235140558,43.2611534999184,-2.033693,43.256347
24,Donostialdea,Donostialdea,Lasarte-Oria,Urnieta,Coche conductor,07:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,1,4,1,1,2021,22814.67,-2.0181931627266665,43.26315539420305,-2.033693,43.256347
25,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche conductor,11:00,99,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,5,1,1,2021,26243.96,-1.981188746487772,43.30345092935061,-2.033693,43.256347
26,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,21:30,99,Errenteria,2,3,1,Otros hogares con niños,1,4,1,1,2021,26038.81,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
27,Debagoiena,Donostialdea,Arrasate/Mondragon,Oiartzun,Coche conductor,07:00,22,Arrasate/Mondragon,1,2,1,Hogar de una persona,1,4,1,1,2021,22231.4,-2.52143551729072,43.06920379577022,-2.033693,43.256347
28,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Irun,1,2,2,Hogar de una persona,1,5,1,1,2021,24489.92,-1.7985279601086686,43.33366546052862,-2.033693,43.256347
29,Goierri                              ,Donostialdea,Beasain,Andoain,RENFE,19:30,23,Andoain,1,1,1,2 adultos,1,5,1,1,2021,23138.6,-2.217440503478865,43.04681172977935,-2.033693,43.256347
30,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Irun,1,3,1,2 adultos,2,4,1,1,2021,23720.86,-1.7981863041899162,43.34179689514574,-2.033693,43.256347
31,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,08:00,22,Donostia/San Sebastian,2,3,1,Otros hogares sin niños,1,3,1,1,2021,22642.935,-2.002892186950841,43.31524995929645,-2.033693,43.256347
32,Urola Kosta       ,Donostialdea,Zarautz,Pasaia,Coche conductor,07:55,22,Zarautz,2,3,2,Otros hogares con niños,2,4,1,1,2021,25707.16,-2.162319883233773,43.287315501675934,-2.033693,43.256347
33,Donostialdea,Donostialdea,Pasaia,Lezo,Coche conductor,05:30,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,-1.9323855416958138,43.3252403195538,-2.033693,43.256347
34,Bidasoa,Donostialdea,Hondarribia,Lezo,Coche conductor,05:30,22,Hondarribia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,28586.01,-1.7973166237578357,43.359703694220535,-2.033693,43.256347
35,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,07:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,5,1,1,2021,21756.57,-1.90381036518343,43.31643036041654,-2.033693,43.256347
36,Donostialdea,Donostialdea,Errenteria,Pasaia,Coche conductor,18:30,22,Pasaia,2,2,1,Otros hogares con niños,1,4,1,1,2021,23569.26,-1.8867479595010082,43.304804642182404,-2.033693,43.256347
37,Tolosaldea,Donostialdea,Tolosa,Hernani,Coche conductor,06:30,22,Tolosa,1,2,1,Hogar de una persona,1,4,1,1,2021,23761.620000000003,-2.0768512283499136,43.13183106830876,-2.033693,43.256347
38,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,09:45,23,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,25350.96,-1.9061747755217462,43.31594612810501,-2.033693,43.256347
39,Urola Kosta       ,Donostialdea,Zumaia,Donostia/San Sebastian,Autobús interurbano,06:55,22,Zumaia,1,3,1,2 adultos,2,4,1,1,2021,24284.26,-2.2570134091384912,43.29372794701845,-2.033693,43.256347
40,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,05:30,23,Irun,2,3,3,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7706595348556984,43.339925657157345,-2.033693,43.256347
41,Goierri                              ,Donostialdea,Beasain,Andoain,Coche pasajero,22:00,22,Andoain,2,2,1,Otros hogares sin niños,1,5,1,1,2021,25662.86,-2.217440503478865,43.04681172977935,-2.033693,43.256347
42,Goierri                              ,Donostialdea,Beasain,Donostia/San Sebastian,Coche conductor,14:30,22,Donostia/San Sebastian,2,3,2,Otros hogares sin niños,2,4,1,1,2021,24034.81,-2.1908939238194796,43.05218746573732,-2.033693,43.256347
43,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,12:30,22,Urnieta,1,3,1,2 adultos,1,4,1,1,2021,24860.91,-1.944728995951136,43.29915980190724,-2.033693,43.256347
44,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,15:40,23,Errenteria,1,1,1,Hogar de una persona,1,5,1,2,2021,24461.92,-1.8997078174086968,43.30968007557287,-2.033693,43.256347
45,Donostialdea,Donostialdea,Donostia/San Sebastian,Oiartzun,Coche conductor,07:30,22,Donostia/San Sebastian,1,2,1,2 adultos,1,6,1,1,2021,26270.76,-1.9348086100511444,43.313563314864915,-2.033693,43.256347
46,Tolosaldea,Donostialdea,Tolosa,Donostia/San Sebastian,Coche conductor,12:30,99,Donostia/San Sebastian,2,2,1,Otros hogares sin niños,1,5,1,1,2021,26243.96,-2.074623258221835,43.13690497627317,-2.033693,43.256347
47,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Coche conductor,18:15,99,Donostia/San Sebastian,2,3,2,Otros hogares con niños,1,4,1,1,2021,26787.11,-1.985711302537865,43.32142272360149,-2.033693,43.256347
48,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,08:10,22,Errenteria,2,3,2,Otros hogares con niños,2,5,1,1,2021,25547.31,-1.9012272768935257,43.312395584636455,-2.033693,43.256347
49,Tolosaldea,Donostialdea,Villabona,Donostia/San Sebastian,RENFE,06:50,23,Villabona,2,2,1,Otros hogares sin niños,1,5,1,1,2021,25669.66,-2.0507038803062536,43.186957856304474,-2.033693,43.256347
50,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,15:00,22,Errenteria,2,4,2,2 adultos con niño(s),2,5,1,1,2021,23351.76,-1.805426465841527,43.329330928655395,-2.033693,43.256347
51,Tolosaldea,Donostialdea,Villabona,Andoain,Coche conductor,16:30,23,Villabona,1,2,1,Hogar de una persona,2,5,1,1,2021,26880.06,-2.0535540483070074,43.18099145285534,-2.033693,43.256347
52,Donostialdea,Donostialdea,Lezo,Errenteria,Moto,16:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,23843.26,-1.872939800245762,43.32716287960175,-2.033693,43.256347
53,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,14:00,22,Pasaia,2,3,1,Otros hogares sin niños,2,4,1,1,2021,23184.11,-1.8558993037682652,43.32747455725501,-2.033693,43.256347
54,Donostialdea,Donostialdea,Donostia/San Sebastian,Lezo,Coche conductor,18:15,99,Donostia/San Sebastian,2,3,2,Otros hogares con niños,1,4,1,1,2021,26787.11,-1.9748107473058443,43.30416573553032,-2.033693,43.256347
55,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Andando,15:00,22,Pasaia,2,3,1,2 adultos con niño(s),1,4,1,1,2021,20810.25,-1.9361936950369372,43.32453743211351,-2.033693,43.256347
56,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:30,22,Lasarte-Oria,2,4,1,2 adultos con niño(s),2,5,1,1,2021,25859.81,-2.018115833681487,43.271766610639624,-2.033693,43.256347
57,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,13:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,20299.445,-1.9757117333595866,43.323739241102835,-2.033693,43.256347
58,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,Coche conductor,05:30,22,Lasarte-Oria,1,3,2,2 adultos,2,5,1,1,2021,26691.86,-2.021868121628128,43.27001898018665,-2.033693,43.256347
59,Donostialdea,Donostialdea,Pasaia,Errenteria,Coche conductor,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,23474.77,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
60,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,-1.9935257893716911,43.23536463213265,-2.033693,43.256347
61,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,05:30,23,Irun,2,3,3,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7734485535840052,43.341322742026406,-2.033693,43.256347
62,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Moto,13:00,22,Donostia/San Sebastian,2,2,3,Otros hogares con niños,1,4,1,1,2021,26787.11,-1.8948991876766381,43.313091036434066,-2.033693,43.256347
63,Urola Kosta       ,Donostialdea,Orio,Usurbil,Coche conductor,21:00,22,Usurbil,2,3,1,2 adultos con niño(s),2,4,1,1,2021,25571.56,-2.130499010179058,43.27849813493702,-2.033693,43.256347
64,Bidasoa,Donostialdea,Hondarribia,Lezo,Coche conductor,05:30,22,Hondarribia,2,2,1,Otros hogares sin niños,1,5,1,1,2021,28586.01,-1.8068733535136379,43.343222361123814,-2.033693,43.256347
65,Bidasoa,Donostialdea,Irun,Andoain,Coche conductor,13:20,22,Irun,2,3,1,Otros hogares sin niños,1,4,1,1,2021,24296.96,-1.7602484571440151,43.33960581363758,-2.033693,43.256347
66,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,23:45,22,Lasarte-Oria,2,3,1,Otros hogares con niños,1,3,1,1,2021,19843.045,-2.0092561869808714,43.296261789758205,-2.033693,43.256347
67,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,21388.620000000003,-1.9021454877996635,43.310321065244736,-2.033693,43.256347
68,Donostialdea,Donostialdea,Errenteria,Lezo,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,4,1,1,2021,22248.07,-1.8949703367239292,43.30926616543118,-2.033693,43.256347
69,Donostialdea,Donostialdea,Urnieta,Lasarte-Oria,Coche conductor,11:00,22,Lasarte-Oria,2,2,2,Otros hogares sin niños,1,4,1,1,2021,24409.86,-1.991537895815294,43.241820729900155,-2.033693,43.256347
70,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Coche conductor,17:00,22,Lasarte-Oria,2,2,1,1 adulto con niño(s),2,3,1,1,2021,18018.925000000003,-1.9801369082047076,43.31850951589698,-2.033693,43.256347
71,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,08:00,22,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,21388.620000000003,-1.896697510175424,43.311998860233366,-2.033693,43.256347
72,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,14:00,23,Hernani,2,4,2,Otros hogares sin niños,2,5,1,1,2021,26312.81,-1.9735819137681234,43.30137522972663,-2.033693,43.256347
73,Bidasoa,Donostialdea,Irun,Errenteria,EUSKOTREN,22:00,22,Errenteria,2,3,1,2 adultos con niño(s),2,5,1,1,2021,25718.91,-1.8148539258791965,43.33466509851671,-2.033693,43.256347
74,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,17:45,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,-1.9754700051502934,43.324497070905075,-2.033693,43.256347
75,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,13:00,22,Errenteria,2,2,1,Otros hogares sin niños,1,3,1,1,2021,20299.445,-1.9830885028980108,43.32068947872902,-2.033693,43.256347
76,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,06:00,22,Irun,2,2,1,Otros hogares sin niños,2,5,1,1,2021,23805.46,-1.8018291698111422,43.33268046316921,-2.033693,43.256347
77,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,EUSKOTREN,07:15,22,Errenteria,2,3,1,Otros hogares sin niños,2,3,1,1,2021,21602.285,-1.9119151158753462,43.3126547851583,-2.033693,43.256347
78,Donostialdea,Donostialdea,Lasarte-Oria,Usurbil,Moto,10:30,99,Lasarte-Oria,2,3,2,Otros hogares con niños,1,6,1,1,2021,24659.71,-2.023102672560997,43.27224433723861,-2.033693,43.256347
79,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,22,Errenteria,2,2,2,2 adultos con niño(s),2,4,1,1,2021,22860.81,-1.788532540997529,43.33875831908527,-2.033693,43.256347
80,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche conductor,05:30,22,Donostia/San Sebastian,2,3,3,Otros hogares con niños,1,3,1,1,2021,22045.635,-1.977152140090465,43.30911189993826,-2.033693,43.256347
81,Donostialdea,Donostialdea,Hernani,Errenteria,Coche conductor,15:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,24338.91,-1.9742303267521781,43.26919730315103,-2.033693,43.256347
82,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,Coche pasajero,16:00,22,Errenteria,2,2,1,Otros hogares sin niños,2,5,1,2,2021,26144.61,-1.9757627211441249,43.322192856819946,-2.033693,43.256347
83,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Autobús interurbano,07:30,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,21756.57,-1.9036130066299795,43.31061316178152,-2.033693,43.256347
84,Tolosaldea,Donostialdea,Villabona,Errenteria,Coche conductor,05:15,22,Villabona,2,3,2,Otros hogares sin niños,2,3,1,1,2021,24143.435,-2.049281056506226,43.183326859156736,-2.033693,43.256347
85,Debagoiena,Donostialdea,Bergara,Usurbil,Coche conductor,15:00,22,Usurbil,2,4,1,Otros hogares sin niños,2,4,1,1,2021,25997.26,-2.4161262682905273,43.109531325322074,-2.033693,43.256347
86,Donostialdea,Donostialdea,Lezo,Donostia/San Sebastian,Coche conductor,14:00,22,Donostia/San Sebastian,1,4,2,2 adultos,1,6,1,1,2021,28637.91,-1.8777078334508002,43.32589857528055,-2.033693,43.256347
87,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Autobús interurbano,08:55,22,Pasaia,2,3,2,Otros hogares con niños,2,3,1,1,2021,23269.735,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
88,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:30,99,Irun,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7793593578572997,43.33871747895293,-2.033693,43.256347
89,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,08:00,22,Irun,2,3,2,2 adultos con niño(s),1,5,1,1,2021,23502.77,-1.785701556764373,43.336876580842386,-2.033693,43.256347
90,Debabarrena,Donostialdea,Eibar,Usurbil,Coche conductor,12:00,22,Eibar,2,3,1,Otros hogares sin niños,2,3,1,1,2021,24278.035,-2.473820546842078,43.19386736386562,-2.033693,43.256347
91,Donostialdea,Donostialdea,Errenteria,Andoain,Coche conductor,07:30,22,Errenteria,2,3,1,2 adultos con niño(s),2,4,1,1,2021,22860.81,-1.9087113977212586,43.31174172316148,-2.033693,43.256347
92,Donostialdea,Donostialdea,Pasaia,Oiartzun,Coche conductor,07:30,22,Oiartzun,2,3,1,Otros hogares con niños,2,5,1,1,2021,23571.46,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
93,Donostialdea,Donostialdea,Lezo,Pasaia,Coche conductor,22:30,22,Pasaia,2,3,1,Otros hogares sin niños,1,4,1,1,2021,26533.709999999995,-1.8739295615648681,43.32683569131452,-2.033693,43.256347
94,Donostialdea,Donostialdea,Hernani,Urnieta,Coche conductor,21:30,22,Hernani,1,2,2,2 adultos,1,4,1,1,2021,23248.320000000003,-1.9808532289012395,43.2700768097991,-2.033693,43.256347
95,Donostialdea,Donostialdea,Pasaia,Donostia/San Sebastian,Moto,11:30,22,Pasaia,2,2,3,Otros hogares sin niños,1,3,1,2,2021,24159.385,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
96,Donostialdea,Donostialdea,Hernani,Donostia/San Sebastian,Coche conductor,08:20,99,Hernani,1,2,1,Hogar de una persona,2,4,1,1,2021,22420.97,-1.9762181611146903,43.26288544648825,-2.033693,43.256347
97,Urola Kosta       ,Donostialdea,Orio,Andoain,Coche conductor,20:40,22,Orio,1,2,1,Hogar de una persona,1,4,1,1,2021,25309.11,-2.115581484563115,43.277005077317604,-2.033693,43.256347
98,Donostialdea,Donostialdea,Errenteria,Oiartzun,Autobús interurbano,07:00,22,Errenteria,2,2,1,2 adultos con niño(s),2,5,1,1,2021,23351.76,-1.9042586306038058,43.31545636798727,-2.033693,43.256347
99,Donostialdea,Donostialdea,Pasaia,Usurbil,Coche conductor,17:00,22,Usurbil,1,2,1,Hogar de una persona,1,4,1,1,2021,27541.16,-1.9181488511729639,43.32061297640593,-2.033693,43.256347
100,Donostialdea,Donostialdea,Donostia/San Sebastian,Hernani,Coche conductor,07:45,22,Donostia/San Sebastian,2,3,1,Otros hogares con niños,2,4,1,1,2021,23437.51,-1.9342285067118148,43.3139870620672,-2.033693,43.256347
101,Donostialdea,Donostialdea,Pasaia,Errenteria,Autobús interurbano,14:30,22,Pasaia,1,1,1,2 adultos,2,3,1,2,2021,21906.235,-1.9197867482712614,43.3268478917863,-2.033693,43.256347
102,Donostialdea,Donostialdea,Errenteria,Pasaia,Bicicleta,07:25,22,Errenteria,1,2,2,2 adultos,1,4,1,1,2021,21744.7,-1.904397277553356,43.309305661417454,-2.033693,43.256347
103,Donostialdea,Donostialdea,Donostia/San Sebastian,Errenteria,EUSKOTREN,20:20,21,Errenteria,1,2,1,1 adulto con niño(s),2,5,1,1,2021,20053.2,-2.0138626159478634,43.28004853371792,-2.033693,43.256347
104,Donostialdea,Donostialdea,Donostia/San Sebastian,Lasarte-Oria,Autobús interurbano,16:45,23,Lasarte-Oria,1,1,1,2 adultos,2,4,1,2,2021,23833.76,-2.0180909484767864,43.300647757900386,-2.033693,43.256347
105,Bidasoa,Donostialdea,Irun,Errenteria,Coche conductor,16:00,22,Errenteria,1,2,1,Hogar de una persona,2,5,1,1,2021,21408.3,-1.805401720488634,43.33481556183943,-2.033693,43.256347
106,Urola Kosta       ,Donostialdea,Zarautz,Lasarte-Oria,Coche conductor,15:15,22,Zarautz,2,3,1,Otros hogares sin niños,1,5,1,1,2021,26146.46,-2.167679994495867,43.284384086862275,-2.033693,43.256347
107,Tolosaldea,Donostialdea,Tolosa,Errenteria,Coche conductor,15:30,21,Errenteria,1,3,1,2 adultos,2,6,1,1,2021,23422.51,-2.0744938705806377,43.13605380242566,-2.033693,43.256347
108,Urola Kosta       ,Donostialdea,Zarautz,Andoain,Coche conductor,14:00,22,Andoain,1,2,1,Hogar de una persona,1,5,1,1,2021,24629.120000000003,-2.168316336480635,43.2749833165017,-2.033693,43.256347
109,Donostialdea,Donostialdea,Donostia/San Sebastian,Andoain,Coche conductor,19:00,99,Andoain,1,2,1,Hogar de una persona,2,4,1,1,2021,21084.550000000003,-1.9768058947878029,43.322908096659845,-2.033693,43.256347
110,Donostialdea,Donostialdea,Urnieta,Donostia/San Sebastian,Coche conductor,18:00,22,Donostia/San Sebastian,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25818.26,-2.0000843103307955,43.238436560068344,-2.033693,43.256347
111,Tolosaldea,Donostialdea,Villabona,Hernani,Coche pasajero,06:45,22,Villabona,2,2,1,2 adultos con niño(s),1,5,1,1,2021,27611.11,-2.0318963892483097,43.174229227406606,-2.033693,43.256347
112,Debabarrena,Donostialdea,Eibar,Donostia/San Sebastian,Coche conductor,09:30,99,Eibar,2,3,1,2 adultos con niño(s),1,5,1,1,2021,25378.56,-2.4636192404159787,43.18592038073591,-2.033693,43.256347
113,Bidasoa,Donostialdea,Irun,Oiartzun,Coche conductor,14:40,22,Irun,1,2,1,Hogar de una persona,2,4,1,1,2021,20945.35,-1.7983596339437522,43.34154503900159,-2.033693,43.256347
114,Donostialdea,Donostialdea,Hernani,Lasarte-Oria,Coche conductor,14:45,22,,1,2,1,Hogar de una persona,1,3,1,1,2021,25151.135,-1.9792593805029712,43.27038460722255,-2.033693,43.256347
115,Donostialdea,Donostialdea,Lasarte-Oria,Donostia/San Sebastian,EUSKOTREN,07:00,22,Lasarte-Oria,2,2,1,2 adultos con niño(s),1,5,1,1,2021,25210.86,-2.015444888454578,43.26155699952538,-2.033693,43.256347
116,Urola Kosta       ,Donostialdea,Orio,Andoain,Coche conductor,20:40,22,Orio,1,2,1,Hogar de una persona,1,4,1,1,2021,25309.11,-2.1283509185629677,43.27695361800042,-2.033693,43.256347
117,Donostialdea,Donostialdea,Errenteria,Oiartzun,Moto,06:00,22,Errenteria,2,2,2,2 adultos con niño(s),1,5,1,1,2021,22139.35,-1.9087113977212586,43.31174172316148,-2.033693,43.256347
118,Bidasoa,Donostialdea,Irun,Donostia/San Sebastian,Coche conductor,08:00,22,Irun,2,3,3,2 adultos con niño(s),1,5,1,1,2021,27465.11,-1.7865821953971084,43.340635362195684,-2.033693,43.256347
119,Donostialdea,Donostialdea,Donostia/San Sebastian,Pasaia,Moto,14:00,22,Pasaia,2,3,2,2 adultos con niño(s),2,5,1,1,2021,21654.17,-1.9774185329604974,43.32416065598719,-2.033693,43.256347
120,Donostialdea,Donostialdea,Donostia/San Sebastian,Urnieta,Coche conductor,15:00,22,Urnieta,2,3,1,2 adultos con niño(s),2,5,1,1,2021,23537.36,-1.9829503155895971,43.318968196273865,-2.033693,43.256347
121,Donostialdea,Donostialdea,Donostia/San Sebastian,Usurbil,Coche conductor,12:30,99,Pasaia,2,2,1,Otros hogares sin niños,2,4,1,1,2021,21588.92,-2.0128611787338464,43.281310238617074,-2.033693,43.256347
122,Donostialdea,Donostialdea,Errenteria,Donostia/San Sebastian,Coche conductor,07:30,22,Errenteria,2,3,1,2 adultos con niño(s),1,5,1,1,2021,27437.11,-1.9020583165473057,43.31418850091131,-2.033693,43.256347
