stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_desc,stop_timezone,wheelchair_boarding,level_id,platform_code
101121-2663,,"Bideberrieta, 17",43.101104,-2.097732,2.0,,0,,,,0,,
101121-937,,Ibaiondo Kalea 1,43.136876,-2.071385,2.0,,0,,,,0,,
101121-913,,Kale Berria 66 - Eliza,43.18622,-2.052536,2.0,,0,,,,0,,
101121-400,,Bazkardo - Donostiarantz,43.221936,-2.025129,1.0,,0,,,,0,,
101121-215,,Kale Nagusia 41 - Zumaburu,43.26628,-2.01948,1.0,,0,,,,0,,
101124-1176,,Orexa,43.093844,-2.011399,2.0,,0,,,,0,,
101124-4252,,Legasa Alde,43.091009,-2.012685,2.0,,0,,,,0,,
101124-1178,,"Kale Nagusia, 25",43.102027,-2.034309,2.0,,0,,,,0,,
101124-4253,,Ostatuberri Aldea,43.105662,-2.03725,2.0,,0,,,,0,,
101124-1180,,"Irunzubi Aldea, 1",43.114671,-2.058299,2.0,,0,,,,0,,
101124-897,,"Txarama Auzoa, 16",43.112105,-2.063759,2.0,,0,,,,0,,
101124-1181,,"Amategi Alde, 127",43.111015,-2.069208,2.0,,0,,,,0,,
101124-1182,,Txarama Kalea,43.1153,-2.073592,2.0,,0,,,,0,,
101124-1183,,"Iru̱a Etorbidea, Ermita",43.119483,-2.07632,2.0,,0,,,,0,,
101124-1184,,"Iru̱a Etorbidea, Amaroz",43.126419,-2.078907,2.0,,0,,,,0,,
101124-1185,,"Iru̱a Etorbidea, 4 Lurramendi",43.129996,-2.079173,2.0,,0,,,,0,,
101124-1186,,"Kondeaneko Aldapa, 5",43.131337,-2.075711,2.0,,0,,,,0,,
101124-889,,"Kondeaneko Aldapa, 3",43.134131,-2.072718,2.0,,0,,,,0,,
101124-1167,,"Kondeaneko Aldapa, 22",43.13166,-2.075546,2.0,,0,,,,0,,
101124-1168,,"Iru̱a Etorbidea, 4 - Iurramendi",43.130239,-2.079182,2.0,,0,,,,0,,
101124-1169,,"Iru̱a Etorbidea 22, Amaroz",43.126592,-2.079151,2.0,,0,,,,0,,
101124-1170,,"Iru̱a Etorbidea 26, Araxes",43.119083,-2.077002,2.0,,0,,,,0,,
101124-1172,,Txarama Kalea - Baratzondo Berri,43.11531,-2.073703,2.0,,0,,,,0,,
101124-1173,,"Amategi Alde, 127",43.110989,-2.06938,2.0,,0,,,,0,,
101124-890,,"Txarama Kalea, 19 - Errotazpi",43.112951,-2.060452,2.0,,0,,,,0,,
101124-1177,,"Irunzubi Aldea, 1",43.114608,-2.058263,2.0,,0,,,,0,,
101124-4203,,Ostatu Berri Aldea,43.105021,-2.035921,2.0,,0,,,,0,,
101124-1175,,"Kale Nagusia, 12",43.102313,-2.034107,2.0,,0,,,,0,,
101124-4204,,Legasa Alde,43.090992,-2.012722,2.0,,0,,,,0,,
101124-1140,,Oria Kalea - Zezen Plaza,43.13331,-2.076935,2.0,,0,,,,0,,
101124-937,,Ibaiondo Kalea 1,43.136876,-2.071385,2.0,,0,,,,0,,
101124-1004,,Trinkete Plaza,43.140466,-2.071122,2.0,,0,,,,0,,
101124-1095,,"Belate, 1",43.140746,-2.072286,2.0,,0,,,,0,,
101124-1197,,"Hernialdeko Bidegurutzea, Zuloaga",43.15048,-2.072311,2.0,,0,,,,0,,
101124-1187,,"Industrialdea, 11",43.157785,-2.068154,2.0,,0,,,,0,,
101124-974,,Anoeta Sarrera - Gi-3650,43.161107,-2.069136,2.0,,0,,,,0,,
101124-972,,Kale Nagusia 3,43.167516,-2.067784,2.0,,0,,,,0,,
101124-1256,,Laskibar Bailara,43.173689,-2.059497,2.0,,0,,,,0,,
101124-4398,,Kale Nagusia 72 - Kiroldegia,43.185206,-2.05297,2.0,,0,,,,0,,
101124-1265,,"Ernio Bidea, 12 Pasus-enea",43.191111,-2.057063,2.0,,0,,,,0,,
101124-4838,,"Ernio Bidea, 25",43.192038,-2.061479,2.0,,0,,,,0,,
101124-1267,,Akezko Auzoa 2,43.191357,-2.064025,2.0,,0,,,,0,,
101124-1268,,Zizurkilgo Bidegurutzea,43.191481,-2.074804,2.0,,0,,,,0,,
101124-1269,,Alkizako Bidegurutzea,43.190623,-2.0846,2.0,,0,,,,0,,
101124-1271,,Asteasu Erdigunea,43.193346,-2.096026,2.0,,0,,,,0,,
101124-4213,,Larraul,43.188015,-2.10204,2.0,,0,,,,0,,
101124-1096,,San Frantzisko Ibilbidea 1- Eliza,43.136584,-2.074267,2.0,,0,,,,0,,
101124-1097,,Renfe-jesuitinas,43.134648,-2.077641,2.0,,0,,,,0,,
101124-1126,,"Araba Etorb, 5 - Eroski Zubia",43.133183,-2.082396,2.0,,0,,,,0,,
101124-1104,,Benta Haundi,43.126209,-2.087516,2.0,,0,,,,0,,
101124-4195,,"Erbeta 2, Txintxarri",43.105735,-2.094715,2.0,,0,,,,0,,
101124-915,,"Bidebitarte, 17",43.100903,-2.098534,2.0,,0,,,,0,,
101124-4193,,"San Juan, 61 Tontokalea",43.100575,-2.098047,2.0,,0,,,,0,,
101124-1127,,"Larraitz Auzoa, 40",43.097654,-2.095375,2.0,,0,,,,0,,
101124-1128,,"Joxean Tolosa, 3 - Ugarte",43.068419,-2.084505,2.0,,0,,,,0,,
101124-1129,,"Alegiko Bidea, 1 - Zubillaga",43.05649,-2.08817,2.0,,0,,,,0,,
101124-4219,,"Bartolome Deunaren Bidea, 18",43.050435,-2.088763,2.0,,0,,,,0,,
101124-1131,,Fernando Amezketarra Enparantza,43.049048,-2.08763,2.0,,0,,,,0,,
101124-834,,"Elizkale, 6 - Zumadi Eskola",43.045147,-2.085146,2.0,,0,,,,0,,
101124-1132,,"Elizkale, 20",43.044664,-2.083361,2.0,,0,,,,0,,
101124-835,,"Elizkale, 7 - Zumadi Eskola",43.045174,-2.085133,2.0,,0,,,,0,,
101124-5266,,Ipintza-garmendia,43.046699,-2.099169,2.0,,0,,,,0,,
101124-1133,,"San Juan Pza, Z/g",43.047351,-2.105347,2.0,,0,,,,0,,
101124-836,,Larraitz Auzoa,43.036955,-2.099041,2.0,,0,,,,0,,
101124-853,,Asuncion Klinika,43.13962,-2.068921,2.0,,0,,,,0,,
101124-855,,Santa Klara,43.136536,-2.071661,2.0,,0,,,,0,,
101124-1141,,"Ibarra Kalea, 2 - Tolosana",43.134132,-2.071747,2.0,,0,,,,0,,
101124-1142,,"Euskal Herria, 18",43.132696,-2.067871,2.0,,0,,,,0,,
101124-1143,,"Euskal Herria, 44 - Kulturetxe",43.13242,-2.063855,2.0,,0,,,,0,,
101124-1146,,"Euskal Herria, 62 - Ibarburu",43.132907,-2.060601,2.0,,0,,,,0,,
101124-1216,,"Okobio 69, San Jos̩",43.135355,-2.057256,2.0,,0,,,,0,,
101124-5265,,Leitzako Errepidea,43.141599,-2.045737,2.0,,0,,,,0,,
101124-1147,,"Beotibar, 8 - Gure Txokoa",43.142389,-2.041076,2.0,,0,,,,0,,
101124-857,,"J.m. Goikoetxea,12-telleri",43.145928,-2.029326,2.0,,0,,,,0,,
101124-1148,,"J.m. Goikoetxea, 28 - Herrigunea",43.14544,-2.026026,2.0,,0,,,,0,,
101124-1149,,"J. M Goikoetxea, 52 - Ermita",43.144478,-2.021897,2.0,,0,,,,0,,
101124-1150,,"Eldua Auzoa, 5 - Maximene-papelera",43.143029,-2.015771,2.0,,0,,,,0,,
101124-859,,"Elduain Sakabanatua Barreiatua, 48",43.144039,-2.007541,2.0,,0,,,,0,,
101124-1151,,"Elduain Hirigunea, 53 - Goikoetxea",43.14163,-2.002919,2.0,,0,,,,0,,
101124-1152,,"Elduain Hirigunea, 1",43.140938,-1.99993,2.0,,0,,,,0,,
101124-4201,,Aiztunalde,43.133625,-1.987545,2.0,,0,,,,0,,
101124-4202,,"Elduainalde, 5",43.13018,-1.984934,2.0,,0,,,,0,,
101124-1153,,Berastegi - Elduainalde,43.126821,-1.980822,2.0,,0,,,,0,,
101124-1154,,"Herriko Enparantza, 1",43.124113,-1.979084,2.0,,0,,,,0,,
101124-1145,,"Euskal Herria, 32 - Txumitxa",43.132244,-2.066488,2.0,,0,,,,0,,
101124-2142,,Poligono Okobio,43.134354,-2.058157,2.0,,0,,,,0,,
101124-1203,,Toki Alai,43.136503,-2.053415,2.0,,0,,,,0,,
101124-1204,,Andresenea,43.135469,-2.050357,2.0,,0,,,,0,,
101124-1205,,Leaburuko Benta-artetxe,43.126435,-2.048972,2.0,,0,,,,0,,
101124-1206,,Leaburu Herrigunea,43.124469,-2.0529,2.0,,0,,,,0,,
101124-1207,,San Sebastian Ermita,43.12073,-2.054826,2.0,,0,,,,0,,
101124-922,,"Leaburu, 45 - Mahala",43.121896,-2.045637,2.0,,0,,,,0,,
101124-1208,,Gazteluko Kontzejua,43.116119,-2.024758,2.0,,0,,,,0,,
101124-1209,,Gazteluko Plaza,43.116539,-2.022207,2.0,,0,,,,0,,
101124-1281,,Larreta Baserriko Bidegurutzea,43.087936,-2.108909,2.0,,0,,,,0,,
101124-1282,,Okaitz Garro Baserria,43.085541,-2.107728,2.0,,0,,,,0,,
101124-1279,,Abaltzisketako Bidegurutzea,43.081805,-2.106775,2.0,,0,,,,0,,
101124-1237,,Herrigunea,43.079481,-2.113638,2.0,,0,,,,0,,
101124-1284,,Zaragoza Baserriko Bidegurutzea,43.075805,-2.10637,2.0,,0,,,,0,,
101124-1283,,Zubeltzu Baserria,43.068122,-2.106187,2.0,,0,,,,0,,
101124-2447,,Sasiain,43.061834,-2.105738,2.0,,0,,,,0,,
101124-2448,,Olano,43.05775,-2.10285,2.0,,0,,,,0,,
101124-2449,,Pildain,43.052931,-2.104984,2.0,,0,,,,0,,
101124-1429,,Pedro Mari Ota̱o Plaza,43.199263,-2.073997,2.0,,0,,,,0,,
101124-4214,,San Miguel Ermita,43.200258,-2.067889,2.0,,0,,,,0,,
101124-1221,,Ibaiondo Poligonoa,43.196492,-2.055528,2.0,,0,,,,0,,
101124-1241,,Kale Berria 10,43.189933,-2.052885,2.0,,0,,,,0,,
101124-4197,,Altzo Mu̱o - Udaletxea,43.100196,-2.084314,2.0,,0,,,,0,,
101124-1069,,Herrigunea-amalkor,43.204412,-2.049608,2.0,,0,,,,0,,
101124-4211,,"Zubitxiki, 10",43.205884,-2.04364,2.0,,0,,,,0,,
101124-4212,,Urtaki Industrialdea,43.202344,-2.044593,2.0,,0,,,,0,,
101124-1064,,Uparan Industrialdea,43.198032,-2.049005,2.0,,0,,,,0,,
101124-1258,,Kale Berria 11,43.189932,-2.052762,2.0,,0,,,,0,,
101124-1165,,"Euskal Herria, 17 - Anbulategia",43.1331,-2.068836,2.0,,0,,,,0,,
101124-887,,Izaskun - Jatetxeko Aparkalekua,43.138719,-2.063377,2.0,,0,,,,0,,
101124-1259,,Kale Berria - Burni Zubi,43.193253,-2.053633,2.0,,0,,,,0,,
101124-4207,,San Miguel Ermita,43.20035,-2.068085,2.0,,0,,,,0,,
101124-1192,,Santa Kruz Apaiza Enparantza,43.154806,-2.085074,2.0,,0,,,,0,,
101124-2243,,Txingurri Ballara,43.155655,-2.079785,2.0,,0,,,,0,,
101124-2245,,Olotza Ballara,43.150001,-2.079894,2.0,,0,,,,0,,
101124-2244,,Anoetako Bidegurutzea,43.152363,-2.075788,2.0,,0,,,,0,,
101124-1236,,Belate 1,43.14081,-2.072408,2.0,,0,,,,0,,
101124-1559,,Iurre Auzoa 1,43.131529,-2.082851,2.0,,0,,,,0,,
101124-1272,,Alkizako Bidegurutzea,43.190667,-2.08444,2.0,,0,,,,0,,
101124-1273,,Zizurkilgo Bidegurutzea,43.191343,-2.074535,2.0,,0,,,,0,,
101124-1274,,"Ernio Bidea, 37",43.19131,-2.063767,2.0,,0,,,,0,,
101124-1266,,"Ernio Bidea,28, Hirubieta",43.191994,-2.060458,2.0,,0,,,,0,,
101124-1276,,"Ernio Bidea, 12 Pasus-enea",43.190939,-2.056992,2.0,,0,,,,0,,
101124-4208,,"Elbarren 7, Santa Kruz Ermita",43.201304,-2.049447,2.0,,0,,,,0,,
101124-1286,,Intxausti Auzoa,43.102105,-2.07647,2.0,,0,,,,0,,
101124-1291,,"Amategi Alde, 127",43.104789,-2.075459,2.0,,0,,,,0,,
101124-2834,,Ipintzaundi,43.105774,-2.083715,2.0,,0,,,,0,,
101124-1289,,Altzo Azpi,43.106209,-2.087432,2.0,,0,,,,0,,
101124-4860,,Larraitz Auzoa,43.036807,-2.098528,2.0,,0,,,,0,,
101124-695,,Ipintza-garmendia,43.046729,-2.099573,2.0,,0,,,,0,,
101124-1449,,"Bartolome Deunaren Bidea, 17",43.05047,-2.088652,2.0,,0,,,,0,,
101124-1135,,"Alegiko Bidea, 1 - Zubilaga",43.056525,-2.08801,2.0,,0,,,,0,,
101124-1136,,"Joxean Tolosa, 3 - Ugarte",43.068032,-2.084437,2.0,,0,,,,0,,
101124-1137,,"Larraitz Auzoa, 9",43.098108,-2.095872,2.0,,0,,,,0,,
101124-1138,,"San Juan, 38 - Tontokalea",43.100611,-2.098022,2.0,,0,,,,0,,
101124-2663,,"Bideberrieta, 17",43.101104,-2.097732,2.0,,0,,,,0,,
101124-1114,,Benta Haundi,43.126127,-2.087444,2.0,,0,,,,0,,
101124-1139,,"Araba Etorb., 5 - Eroski Zubia",43.133068,-2.082705,2.0,,0,,,,0,,
101124-1155,,Berastegi - Elduainalde,43.126737,-1.980491,2.0,,0,,,,0,,
101124-4249,,"Elduainalde, 5",43.130187,-1.984663,2.0,,0,,,,0,,
101124-4250,,Aiztunalde,43.133625,-1.987508,2.0,,0,,,,0,,
101124-1156,,"Elduain Hirigunea, 1",43.140928,-1.999856,2.0,,0,,,,0,,
101124-1157,,"Elduain Hirigunea, 53 - Goikoetxea",43.141673,-2.002685,2.0,,0,,,,0,,
101124-858,,"Elduain Sakabanatua Barreiatua, 48",43.14412,-2.007527,2.0,,0,,,,0,,
101124-1158,,"Eldua Auzoa, 5 - Maximene-papelera",43.14329,-2.016763,2.0,,0,,,,0,,
101124-1159,,"J. M. Goikoetxea, 49 - Ermita",43.144576,-2.021846,2.0,,0,,,,0,,
101124-1160,,"J.m Goikoetxea, 27 - Herrigunea",43.14553,-2.026,2.0,,0,,,,0,,
101124-4251,,"J. M. Goikoetxea,9-telleri",43.146084,-2.029754,2.0,,0,,,,0,,
101124-1161,,"Beotibar, 8 - Gure Txokoa",43.142496,-2.041013,2.0,,0,,,,0,,
101124-856,,"Leitzako Errepidea, 21",43.141628,-2.045958,2.0,,0,,,,0,,
101124-1202,,Euskal Herria 85,43.135357,-2.057453,2.0,,0,,,,0,,
101124-1163,,"Euskal Herria, 51 - Ibarburu",43.132484,-2.064013,2.0,,0,,,,0,,
101124-1166,,"Ibarralde Kalea, 3 - Tolosana",43.134395,-2.071902,2.0,,0,,,,0,,
101124-4861,,Santa Klara,43.136617,-2.071672,2.0,,0,,,,0,,
101124-1277,,Azaldegi Bailara,43.181799,-2.086972,2.0,,0,,,,0,,
101124-1191,,Alkizako Plaza,43.172733,-2.108834,2.0,,0,,,,0,,
101124-2996,,Arana Bailara,43.166376,-2.095111,2.0,,0,,,,0,,
101124-1194,,"San Juan Kalea, 6 Estankoa",43.163909,-2.072698,2.0,,0,,,,0,,
101124-1195,,"Apeadero 5, Renfeko Zubia",43.161973,-2.070464,2.0,,0,,,,0,,
101124-1196,,"Industrialdea, 11",43.157625,-2.068316,2.0,,0,,,,0,,
101124-1198,,"Hernialdeko Bidegurutzea, Zuloaga",43.150291,-2.072252,2.0,,0,,,,0,,
101124-1188,,"San Juan, 2 Renfeko Zubia",43.161893,-2.070527,2.0,,0,,,,0,,
101124-1189,,San Juan 6 Estanko,43.163935,-2.072575,2.0,,0,,,,0,,
101124-2997,,Arana Bailara,43.166456,-2.095012,2.0,,0,,,,0,,
101124-1264,,Azaldegi Bailara,43.182906,-2.085725,2.0,,0,,,,0,,
101124-1109,,Bidegoiango Plaza,43.140127,-2.159981,2.0,,0,,,,0,,
101124-4230,,Goiatz Gunea,43.142376,-2.167107,2.0,,0,,,,0,,
101124-1110,,Toki Alai,43.137448,-2.160559,2.0,,0,,,,0,,
101124-1111,,Zelai,43.133847,-2.159526,2.0,,0,,,,0,,
101124-1112,,Santutxu,43.121646,-2.152256,2.0,,0,,,,0,,
101124-4231,,Gaiztarro,43.125602,-2.139379,2.0,,0,,,,0,,
101124-4232,,Eliza,43.129682,-2.137072,2.0,,0,,,,0,,
101124-4233,,Arkatzpe,43.129399,-2.131802,2.0,,0,,,,0,,
101124-4238,,Urreta,43.125262,-2.120637,2.0,,0,,,,0,,
101124-4235,,Otzarain,43.124087,-2.092428,2.0,,0,,,,0,,
101124-1210,,Gazteluko Kontzejua,43.116172,-2.024671,2.0,,0,,,,0,,
101124-1211,,San Sebastian Ermita,43.12082,-2.054812,2.0,,0,,,,0,,
101124-1212,,Leaburu Herrigunea,43.124558,-2.052763,2.0,,0,,,,0,,
101124-1213,,Leaburuko Benta-artetxe,43.126353,-2.048863,2.0,,0,,,,0,,
101124-1214,,Andresenea,43.135723,-2.05055,2.0,,0,,,,0,,
101124-1215,,Toki Alai,43.136504,-2.053501,2.0,,0,,,,0,,
101124-1162,,"Euskal Herria, 75",43.132953,-2.060723,2.0,,0,,,,0,,
101124-1485,,"Euskal Herria 55, Kultur Etxe",43.132425,-2.063338,2.0,,0,,,,0,,
101124-1164,,"Euskal Herria, 41 - Txumitxa",43.132435,-2.066731,2.0,,0,,,,0,,
101124-4215,,Santa Lutzia Auzoa,43.14521,-2.069771,2.0,,0,,,,0,,
101124-4236,,Otzarain,43.124204,-2.092402,2.0,,0,,,,0,,
101124-4237,,Urreta,43.125117,-2.120528,2.0,,0,,,,0,,
101124-4239,,Ugarte,43.128959,-2.128354,2.0,,0,,,,0,,
101124-4241,,Eliza,43.129727,-2.137084,2.0,,0,,,,0,,
101124-4242,,Gaiztarro,43.125549,-2.139442,2.0,,0,,,,0,,
101124-1100,,Santutxu,43.121955,-2.152559,2.0,,0,,,,0,,
101124-1101,,Toki Alai,43.137329,-2.160388,2.0,,0,,,,0,,
101124-1105,,Bidegoiango Plaza,43.140126,-2.159883,2.0,,0,,,,0,,
101124-4209,,Elbarren Eliza,43.203362,-2.048923,2.0,,0,,,,0,,
101124-4123,,Sorabilla,43.209924,-2.034725,1.0,,0,,,,0,,
101124-395,,"Karrika Kalea, 1",43.209576,-2.029733,1.0,,0,,,,0,,
101124-396,,"Aita Larramendi Kalea, 19 - Zumea Plaza",43.212752,-2.024179,1.0,,0,,,,0,,
101124-398,,Kaleberria 10 - Renfe,43.216451,-2.020809,1.0,,0,,,,0,,
101124-4199,,"Aldaba Auzoa, 7 Lantier",43.096009,-2.118819,2.0,,0,,,,0,,
101124-916,,"San Lorentzo, 18 - Polikiroldegia",43.09381,-2.125547,2.0,,0,,,,0,,
101124-1199,,"Bezunzibar Industrialdea, 1",43.09077,-2.124878,2.0,,0,,,,0,,
101124-1217,,Ola Auzoa - Eredu,43.085255,-2.129059,5.0,,0,,,,0,,
101124-1200,,Baliarrain,43.069316,-2.127873,2.0,,0,,,,0,,
101124-1293,,San Juan Iturria,43.070053,-2.139506,2.0,,0,,,,0,,
101124-9219,,Renfe,43.135424,-2.078944,2.0,,0,,,,0,,
101124-960,,Zubizarreta Parkina,43.131759,-2.068942,2.0,,0,,,,0,,
101124-1834,,Apatta Biribilgunea,43.12571,-2.062568,2.0,,0,,,,0,,
101124-965,,Apatta Erreka,43.122947,-2.064896,2.0,,0,,,,0,,
101124-1242,,Arroa Auzoa,43.181514,-2.054048,2.0,,0,,,,0,,
101124-1243,,Ibaiondo Bailara,43.175707,-2.057423,2.0,,0,,,,0,,
101124-1244,,Kale Nagusia 6,43.167705,-2.067708,2.0,,0,,,,0,,
101124-971,,Kale Nagusia 26 - Etxezarreta,43.164621,-2.069452,2.0,,0,,,,0,,
101124-973,,Anoeta Sarrera - Gi-3650,43.161081,-2.069248,2.0,,0,,,,0,,
101124-4399,,Rondilla Kalea 34- Gorosabel,43.139234,-2.073489,2.0,,0,,,,0,,
101124-1201,,"Bezunzibar Industrialdea 1, Zubiaurre",43.090814,-2.124791,2.0,,0,,,,0,,
101124-935,,"San Lorentzo, 18 - Polikiroldegia",43.093781,-2.125326,2.0,,0,,,,0,,
101124-4217,,"Aldaba Auzoa, 7 Lantier",43.095927,-2.11866,2.0,,0,,,,0,,
101124-1248,,Larramendi Kalea11,43.1449,-2.071522,2.0,,0,,,,0,,
101124-1250,,Larramendi Kalea 1 - Arramele,43.141792,-2.071286,2.0,,0,,,,0,,
101124-847,,Bedaio,43.049977,-2.040491,2.0,,0,,,,0,,
101124-1238,,Kaleberria 22 - Renfe,43.215921,-2.020891,1.0,,0,,,,0,,
101124-397,,"Aita Larramendi Kalea, 36 - Zumea Plaza",43.212666,-2.024612,1.0,,0,,,,0,,
101124-393,,"Karrika Kalea, 2",43.209204,-2.030465,1.0,,0,,,,0,,
101124-1240,,"Elutxe Kale 1, Oskarbi",43.20434,-2.049634,2.0,,0,,,,0,,
101124-1253,,Santa Lutzia,43.147214,-2.068142,2.0,,0,,,,0,,
101124-5271,,Zaragoza Baserriko Bidegurutzea,43.07584,-2.106272,2.0,,0,,,,0,,
101124-1280,,Abaltzisketako Bidegurutzea,43.081923,-2.106834,2.0,,0,,,,0,,
101124-1469,,"Larraitz Auzunea, Zubia",43.099914,-2.09759,2.0,,0,,,,0,,
101124-5267,,Anoetako Bidegurutzea,43.152436,-2.075823,2.0,,0,,,,0,,
101124-1278,,Ubare Auzoa - Renfe,43.189484,-2.055242,2.0,,0,,,,0,,
101124-1252,,Larramendi Kalea 8 - Arramele,43.141853,-2.071101,2.0,,0,,,,0,,
101124-2859,,Apatta Biribilgunea 2,43.125403,-2.062499,2.0,,0,,,,0,,
101120-19,,Arco Topo,43.308064,-1.879675,1.0,,0,,,,0,,
101120-114,,Talaia,43.304276,-1.883603,1.0,,0,,,,0,,
101120-115,,Mamut Merk.gunea,43.302102,-1.882275,1.0,,0,,,,0,,
101120-4106,,Aristegi,43.299593,-1.880743,1.0,,0,,,,0,,
101120-116,,Ugaldetxo,43.298502,-1.876066,1.0,,0,,,,0,,
101120-4986,,Ibarre,43.296075,-1.871931,1.0,,0,,,,0,,
101120-4987,,Iturriotz,43.292691,-1.864758,1.0,,0,,,,0,,
101120-4988,,Altzibar Bat,43.292445,-1.859067,1.0,,0,,,,0,,
101120-4989,,Altzibar Bi,43.293164,-1.857094,1.0,,0,,,,0,,
101120-4985,,Elorrondo 1,43.296118,-1.858136,1.0,,0,,,,0,,
101120-4990,,Elorrondo 2,43.297595,-1.861683,1.0,,0,,,,0,,
101120-4991,,Anbulategia,43.29893,-1.861066,1.0,,0,,,,0,,
101120-4992,,Yon O̱atibia,43.299197,-1.860778,1.0,,0,,,,0,,
101120-4993,,Mendin,43.303785,-1.873971,1.0,,0,,,,0,,
101120-4994,,Larrezabaleta,43.309382,-1.873547,1.0,,0,,,,0,,
101120-4995,,Ganboxa Bidea,43.308557,-1.876682,1.0,,0,,,,0,,
101120-126,,Iparralde Etorbidea-eliza,43.300109,-1.860132,1.0,,0,,,,0,,
101120-4831,,Gurutze,43.309547,-1.843236,1.0,,0,,,,0,,
101120-4832,,Ergoien,43.28811,-1.837269,1.0,,0,,,,0,,
101120-4833,,Altzibar,43.292857,-1.855238,1.0,,0,,,,0,,
101120-4834,,Karrika,43.282909,-1.852775,1.0,,0,,,,0,,
101120-133,,Iturriotz,43.293178,-1.865747,1.0,,0,,,,0,,
101120-134,,Ibarre,43.296268,-1.872297,1.0,,0,,,,0,,
101120-4108,,Rotonda Karaez Kalea 20,43.299214,-1.867854,1.0,,0,,,,0,,
101120-135,,Ugaldetxo,43.299052,-1.877017,1.0,,0,,,,0,,
101120-4300,,Caserio Mendin,43.303462,-1.874125,1.0,,0,,,,0,,
101122-5759,,Xenpelar,43.312958,-1.900523,1.0,,0,,,,0,,
101122-5691,,Aiako Harria,43.312701,-1.905682,1.0,,0,,,,0,,
101122-5732,,Niessen,43.314737,-1.90017,1.0,,0,,,,0,,
101122-34,,Gamon Zumardia,43.312579,-1.896695,1.0,,0,,,,0,,
101122-5755,,Touring Piscinas,43.308468,-1.891578,1.0,,0,,,,0,,
101122-5707,,Fanderia 17,43.308466,-1.887645,1.0,,0,,,,0,,
101122-5742,,Ramon Astibia 15,43.307635,-1.889214,1.0,,0,,,,0,,
101122-5741,,R. M.azkue,43.308677,-1.893547,1.0,,0,,,,0,,
101122-5744,,Rotonda Gaztelutxo,43.309834,-1.89688,1.0,,0,,,,0,,
101122-5689,,Agustinas 4,43.30764,-1.895292,1.0,,0,,,,0,,
101122-5706,,Elias Salaberria,43.307208,-1.893475,1.0,,0,,,,0,,
101122-5728,,Markola 41,43.306892,-1.892482,1.0,,0,,,,0,,
101122-5727,,Markola 25,43.307924,-1.892969,1.0,,0,,,,0,,
101122-5726,,Markola 3,43.306904,-1.894652,1.0,,0,,,,0,,
101122-5690,,Agustinas 40,43.306309,-1.89364,1.0,,0,,,,0,,
101122-5688,,Agustinas 15,43.30345,-1.892249,1.0,,0,,,,0,,
101122-5717,,Hijas De La Cruz,43.301945,-1.892979,1.0,,0,,,,0,,
101122-5705,,Cementerio Zentolen,43.300323,-1.89291,1.0,,0,,,,0,,
101122-5704,,Butano,43.297084,-1.893203,1.0,,0,,,,0,,
101122-5752,,Talleres Zamalbide,43.295698,-1.895102,1.0,,0,,,,0,,
101122-5746,,Sagardiburu 1,43.295325,-1.895651,1.0,,0,,,,0,,
101122-6558,,Sagardiburu 2,43.293299,-1.897512,1.0,,0,,,,0,,
101122-5743,,Rotonda Egiburuberri,43.291523,-1.90102,1.0,,0,,,,0,,
101122-5761,,Zamalbide Ermita,43.291095,-1.906144,1.0,,0,,,,0,,
101122-5754,,Tolareberri,43.28837,-1.908337,1.0,,0,,,,0,,
101122-5708,,Floreaga Bidea,43.284265,-1.914154,1.0,,0,,,,0,,
101122-5737,,Perurena,43.282,-1.913677,1.0,,0,,,,0,,
101122-5719,,Intzi̱arte,43.285907,-1.911635,1.0,,0,,,,0,,
101122-5762,,Zamalbide Ermita 2,43.291277,-1.905364,1.0,,0,,,,0,,
101122-5733,,P.i. Masti Loidi,43.302342,-1.90429,1.0,,0,,,,0,,
101122-5699,,Arramendi,43.306168,-1.903272,1.0,,0,,,,0,,
101122-5739,,Pontika,43.309269,-1.90366,1.0,,0,,,,0,,
101122-5729,,Morrongilleta,43.312475,-1.901851,1.0,,0,,,,0,,
101122-5710,,Galtzaraborda 30,43.311915,-1.9045,1.0,,0,,,,0,,
101122-5756,,Urbia Enparantza,43.311683,-1.905602,1.0,,0,,,,0,,
101122-5718,,Instituto,43.310908,-1.908378,1.0,,0,,,,0,,
101122-5711,,Galtzaraborda 49,43.311114,-1.911124,1.0,,0,,,,0,,
101122-5751,,Supermerkatua,43.311805,-1.912739,1.0,,0,,,,0,,
101122-5713,,Galtzaraborda Igerilekuak,43.313301,-1.911899,1.0,,0,,,,0,,
101122-5698,,Anbulategia,43.313859,-1.910939,1.0,,0,,,,0,,
101122-5694,,Alaberga 52,43.314919,-1.907874,1.0,,0,,,,0,,
101122-5695,,Alaberga 72,43.316142,-1.906767,1.0,,0,,,,0,,
101122-5715,,Gamon Ikastola,43.317693,-1.907899,1.0,,0,,,,0,,
101122-193,,Sorgintxulo 11,43.316376,-1.90955,1.0,,0,,,,0,,
101122-5722,,Kaia,43.317464,-1.911245,1.0,,0,,,,0,,
101122-5703,,Biteri 45,43.314488,-1.903233,1.0,,0,,,,0,,
101122-5763,,Zumardia,43.312606,-1.89667,1.0,,0,,,,0,,
101122-5760,,Zamalbide Casco,43.291836,-1.904503,1.0,,0,,,,0,,
